x1,x2,x3,x4,x5,x6,x7,y
158,43,43,1,1,0,2,1
160,44,44,1,1,0,2,1
162,45,45,1,1,0,2,1
163,46,46,1,1,0,2,1
165,47,47,1,1,0,2,1
166,48,48,1,1,0,2,1
168,49,49,1,1,0,2,1
171,50,50,1,1,0,2,1
173,51,51,1,1,0,2,1
180,52,52,1,1,0,2,1
192,53,53,1,1,0,2,1
197,54,54,1,1,0,2,1
202,55,55,1,1,0,2,1
205,56,56,1,1,0,2,1
214,57,57,1,1,0,2,1
215,58,58,1,1,0,2,1
217,59,59,1,1,0,2,1
218,60,60,1,1,0,2,1
221,61,61,1,1,0,2,1
222,62,62,1,1,0,2,1
225,63,63,1,1,0,2,1
228,64,64,1,1,0,2,1
229,65,65,1,1,0,2,1
232,66,66,1,1,0,2,1
233,67,67,1,1,0,2,1
235,68,68,1,1,0,2,1
238,69,69,1,1,0,2,1
239,70,70,1,1,0,2,1
241,71,71,1,1,0,2,1
243,72,72,1,1,0,2,1
246,73,73,1,1,0,2,1
248,74,74,1,1,0,2,1
258,75,75,1,1,0,2,1
259,76,76,1,1,0,2,1
261,77,77,1,1,0,2,1
266,78,78,1,1,0,2,1
267,79,79,1,1,0,2,1
268,80,80,1,1,0,2,1
270,81,81,1,1,0,2,1
272,82,82,1,1,0,2,1
274,83,83,1,1,0,2,1
277,84,84,1,1,0,2,1
278,85,85,1,1,0,2,1
284,86,86,1,1,0,2,1
290,87,87,1,1,0,2,1
291,88,88,1,1,0,2,1
292,89,89,1,1,0,2,1
295,90,90,1,1,0,2,1
296,91,91,1,1,0,2,1
299,92,92,1,1,0,2,1
300,93,93,1,1,0,2,1
303,94,94,1,1,0,2,1
306,95,95,1,1,0,2,1
308,96,96,1,1,0,2,1
309,97,97,1,1,0,2,1
316,98,98,1,1,0,2,1
321,99,99,1,1,0,2,1
323,100,100,1,1,0,2,1
327,101,101,1,1,0,2,1
334,102,102,1,1,0,2,1
335,103,103,1,1,0,2,1
337,104,104,1,1,0,2,1
341,105,105,1,1,0,2,1
350,106,106,1,1,0,2,1
352,107,107,1,1,0,2,1
361,108,108,1,1,0,2,1
369,109,109,1,1,0,2,1
373,110,110,1,1,0,2,1
384,111,111,1,1,0,2,1
386,112,112,1,1,0,2,1
388,113,113,1,1,0,2,1
393,114,114,1,1,0,2,1
395,115,115,1,1,0,2,1
404,116,116,1,1,0,2,1
412,117,117,1,1,0,2,1
94,1,1,1,1,1,94,1
136,2,2,1,1,0,94,1
146,3,3,1,1,0,94,1
198,4,4,1,1,0,94,1
208,5,5,1,1,0,94,1
312,6,6,1,1,0,94,1
326,7,7,1,1,0,94,1
339,8,8,1,1,0,94,1
362,9,9,1,1,0,94,1
116,1,1,1,1,1,116,1
174,1,1,1,1,1,174,0
403,2,2,1,2,1,174,1
110,1,1,1,1,1,110,0
150,2,2,1,1,0,110,0
170,3,3,1,1,0,110,0
359,4,4,1,1,0,110,1
143,1,1,1,1,1,143,0
144,2,2,1,1,0,143,0
153,3,3,1,1,0,143,0
206,4,4,1,1,0,143,0
236,5,5,1,1,0,143,0
408,6,6,1,1,0,143,1
39,1,1,1,1,1,39,0
107,2,2,1,1,0,39,1
144,3,3,1,1,0,39,1
234,4,4,1,1,0,39,1
368,5,5,1,1,0,39,1
380,6,6,1,1,0,39,1
72,1,1,1,1,1,72,0
296,2,2,1,1,0,72,1
207,1,1,1,1,1,207,1
29,1,1,1,1,1,29,0
51,2,2,1,1,0,29,1
110,3,3,1,1,0,29,1
133,4,4,1,1,0,29,1
236,5,5,1,1,0,29,1
240,6,6,1,1,0,29,1
178,1,1,1,1,1,178,0
231,2,2,1,1,0,178,0
250,3,3,1,2,1,178,1
280,4,4,1,2,0,178,1
298,5,5,1,2,0,178,1
330,6,6,1,2,0,178,1
397,7,7,1,2,0,178,1
37,1,1,1,1,1,37,0
55,2,2,1,2,1,37,0
94,3,3,1,2,0,37,0
128,4,4,1,2,0,37,0
136,5,5,1,2,0,37,0
195,6,6,1,2,0,37,0
207,7,7,1,2,0,37,0
224,8,8,1,2,0,37,0
240,9,9,1,2,0,37,1
244,10,10,1,2,0,37,1
264,11,11,1,2,0,37,1
282,1,1,1,1,1,282,1
38,1,1,1,1,1,38,0
135,2,2,1,1,0,38,0
170,3,3,1,2,1,38,1
50,1,1,1,1,1,50,0
232,2,2,1,1,0,50,1
32,1,1,1,1,1,32,0
51,2,2,1,1,0,32,1
84,3,3,1,1,0,32,1
237,4,4,1,1,0,32,1
249,5,5,1,1,0,32,1
380,6,6,1,1,0,32,1
228,1,1,1,1,1,228,1
1,1,1,1,1,1,1,0
6,2,2,1,1,0,1,0
8,3,3,1,1,0,1,0
9,4,4,1,1,0,1,0
11,5,5,1,1,0,1,0
16,6,6,1,1,0,1,0
19,7,7,1,1,0,1,0
23,8,8,1,1,0,1,0
25,9,9,1,1,0,1,0
27,10,10,1,1,0,1,0
43,11,11,1,1,0,1,0
48,12,12,1,1,0,1,0
58,13,13,1,1,0,1,0
60,14,14,1,1,0,1,0
62,15,15,1,1,0,1,0
69,16,16,1,1,0,1,0
73,17,17,1,1,0,1,0
75,18,18,1,1,0,1,0
85,19,19,1,1,0,1,0
92,20,20,1,1,0,1,0
97,21,21,1,1,0,1,0
99,22,22,1,1,0,1,0
101,23,23,1,1,0,1,0
102,24,24,1,1,0,1,0
106,25,25,1,1,0,1,0
107,26,26,1,1,0,1,0
108,27,27,1,1,0,1,0
115,28,28,1,1,0,1,0
116,29,29,1,1,0,1,0
120,30,30,1,1,0,1,0
129,31,31,1,1,0,1,0
130,32,32,1,1,0,1,0
138,33,33,1,1,0,1,0
142,34,34,1,1,0,1,0
149,35,35,1,1,0,1,0
151,36,36,1,1,0,1,0
161,37,37,1,1,0,1,0
169,38,38,1,1,0,1,0
175,39,39,1,1,0,1,0
178,40,40,1,1,0,1,0
183,41,41,1,1,0,1,0
184,42,42,1,1,0,1,0
187,43,43,1,1,0,1,0
190,44,44,1,1,0,1,0
191,45,45,1,1,0,1,0
194,46,46,1,1,0,1,0
199,47,47,1,1,0,1,0
201,48,48,1,1,0,1,0
212,49,49,1,1,0,1,0
216,50,50,1,1,0,1,0
219,51,51,1,1,0,1,0
231,52,52,1,1,0,1,0
234,53,53,1,1,0,1,0
245,54,54,1,1,0,1,0
250,55,55,1,1,0,1,0
251,56,56,1,1,0,1,0
252,57,57,1,1,0,1,0
253,58,58,1,1,0,1,0
254,59,59,1,1,0,1,0
255,60,60,1,1,0,1,0
257,61,61,1,1,0,1,0
263,62,62,1,1,0,1,0
264,63,63,1,1,0,1,1
265,64,64,1,1,0,1,1
273,65,65,1,1,0,1,1
276,66,66,1,1,0,1,1
280,67,67,1,1,0,1,1
281,68,68,1,1,0,1,1
282,69,69,1,1,0,1,1
288,70,70,1,1,0,1,1
294,71,71,1,1,0,1,1
298,72,72,1,1,0,1,1
301,73,73,1,1,0,1,1
320,74,74,1,1,0,1,1
324,75,75,1,1,0,1,1
330,76,76,1,1,0,1,1
332,77,77,1,1,0,1,1
338,78,78,1,1,0,1,1
340,79,79,1,1,0,1,1
343,80,80,1,1,0,1,1
344,81,81,1,1,0,1,1
351,82,82,1,1,0,1,1
357,83,83,1,1,0,1,1
364,84,84,1,1,0,1,1
367,85,85,1,1,0,1,1
374,86,86,1,1,0,1,1
379,87,87,1,1,0,1,1
381,88,88,1,1,0,1,1
382,89,89,1,1,0,1,1
385,90,90,1,1,0,1,1
396,91,91,1,1,0,1,1
397,92,92,1,1,0,1,1
398,93,93,1,1,0,1,1
400,94,94,1,1,0,1,1
403,95,95,1,1,0,1,1
405,96,96,1,1,0,1,1
409,97,97,1,1,0,1,1
410,98,98,1,1,0,1,1
413,99,99,1,1,0,1,1
5,1,1,1,1,1,5,0
7,2,2,1,1,0,5,0
10,3,3,1,1,0,5,1
12,4,4,1,1,0,5,1
34,5,5,1,1,0,5,1
37,6,6,1,1,0,5,1
39,7,7,1,1,0,5,1
40,8,8,1,1,0,5,1
42,9,9,1,1,0,5,1
46,10,10,1,1,0,5,1
47,11,11,1,1,0,5,1
51,12,12,1,1,0,5,1
52,13,13,1,1,0,5,1
61,14,14,1,1,0,5,1
71,15,15,1,1,0,5,1
74,16,16,1,1,0,5,1
84,17,17,1,1,0,5,1
95,18,18,1,1,0,5,1
111,19,19,1,1,0,5,1
122,20,20,1,1,0,5,1
131,21,21,1,1,0,5,1
141,22,22,1,1,0,5,1
152,23,23,1,1,0,5,1
158,24,24,1,1,0,5,1
159,25,25,1,1,0,5,1
164,26,26,1,1,0,5,1
174,27,27,1,1,0,5,1
175,28,28,1,1,0,5,1
177,29,29,1,1,0,5,1
179,30,30,1,1,0,5,1
181,31,31,1,1,0,5,1
182,32,32,1,1,0,5,1
193,33,33,1,1,0,5,1
215,34,34,1,1,0,5,1
221,35,35,1,1,0,5,1
227,36,36,1,1,0,5,1
233,37,37,1,1,0,5,1
237,38,38,1,1,0,5,1
240,39,39,1,1,0,5,1
241,40,40,1,1,0,5,1
242,41,41,1,1,0,5,1
244,42,42,1,1,0,5,1
249,43,43,1,1,0,5,1
258,44,44,1,1,0,5,1
259,45,45,1,1,0,5,1
266,46,46,1,1,0,5,1
267,47,47,1,1,0,5,1
275,48,48,1,1,0,5,1
277,49,49,1,1,0,5,1
278,50,50,1,1,0,5,1
287,51,51,1,1,0,5,1
290,52,52,1,1,0,5,1
291,53,53,1,1,0,5,1
295,54,54,1,1,0,5,1
304,55,55,1,1,0,5,1
309,56,56,1,1,0,5,1
311,57,57,1,1,0,5,1
314,58,58,1,1,0,5,1
325,59,59,1,1,0,5,1
328,60,60,1,1,0,5,1
334,61,61,1,1,0,5,1
341,62,62,1,1,0,5,1
345,63,63,1,1,0,5,1
348,64,64,1,1,0,5,1
350,65,65,1,1,0,5,1
354,66,66,1,1,0,5,1
358,67,67,1,1,0,5,1
365,68,68,1,1,0,5,1
370,69,69,1,1,0,5,1
373,70,70,1,1,0,5,1
375,71,71,1,1,0,5,1
380,72,72,1,1,0,5,1
386,73,73,1,1,0,5,1
387,74,74,1,1,0,5,1
391,75,75,1,1,0,5,1
399,76,76,1,1,0,5,1
407,77,77,1,1,0,5,1
49,1,1,1,1,1,49,0
58,2,2,1,1,0,49,0
62,3,3,1,1,0,49,0
73,4,4,1,1,0,49,0
83,5,5,1,1,0,49,0
116,6,6,1,1,0,49,0
120,7,7,1,1,0,49,0
130,8,8,1,1,0,49,0
144,9,9,1,1,0,49,0
161,10,10,1,1,0,49,0
176,11,11,1,1,0,49,0
190,12,12,1,1,0,49,0
201,13,13,1,1,0,49,0
219,14,14,1,1,0,49,0
251,15,15,1,1,0,49,0
253,16,16,1,1,0,49,0
257,17,17,1,1,0,49,0
276,18,18,1,1,0,49,0
282,19,19,1,1,0,49,0
287,20,20,1,1,0,49,0
288,21,21,1,1,0,49,0
314,22,22,1,1,0,49,0
374,23,23,1,1,0,49,0
379,24,24,1,1,0,49,1
380,25,25,1,1,0,49,1
405,26,26,1,1,0,49,1
411,27,27,1,1,0,49,1
54,1,1,1,1,1,54,1
11,1,1,1,1,1,11,0
14,2,2,1,1,0,11,0
25,3,3,1,1,0,11,0
38,4,4,1,2,1,11,0
41,5,5,1,2,0,11,0
50,6,6,1,2,0,11,0
65,7,7,1,2,0,11,0
79,8,8,1,2,0,11,0
82,9,9,1,2,0,11,0
84,10,10,1,2,0,11,0
100,11,11,1,2,0,11,0
124,12,12,1,2,0,11,0
135,13,13,1,2,0,11,0
153,14,14,1,2,0,11,0
166,15,15,1,2,0,11,0
207,16,16,1,2,0,11,0
214,17,17,1,2,0,11,0
222,18,18,1,2,0,11,0
232,19,19,1,2,0,11,0
238,20,20,1,2,0,11,0
250,21,21,1,2,0,11,0
252,22,22,1,2,0,11,0
298,23,23,1,2,0,11,0
323,24,24,1,2,0,11,0
335,25,25,1,2,0,11,0
347,26,26,1,2,0,11,0
369,27,27,1,2,0,11,0
378,28,28,1,2,0,11,0
394,29,29,1,2,0,11,1
41,1,1,1,1,1,41,0
82,2,2,1,1,0,41,1
100,3,3,1,1,0,41,1
124,4,4,1,1,0,41,1
166,5,5,1,1,0,41,1
238,6,6,1,1,0,41,1
335,7,7,1,1,0,41,1
3,1,1,1,1,1,3,0
29,2,2,1,1,0,3,0
41,3,3,1,1,0,3,0
67,4,4,1,1,0,3,1
82,5,5,1,1,0,3,1
87,6,6,1,1,0,3,1
100,7,7,1,1,0,3,1
104,8,8,1,1,0,3,1
124,9,9,1,1,0,3,1
152,10,10,1,1,0,3,1
158,11,11,1,1,0,3,1
160,12,12,1,1,0,3,1
162,13,13,1,1,0,3,1
166,14,14,1,1,0,3,1
180,15,15,1,1,0,3,1
197,16,16,1,1,0,3,1
202,17,17,1,1,0,3,1
238,18,18,1,1,0,3,1
239,19,19,1,1,0,3,1
248,20,20,1,1,0,3,1
258,21,21,1,1,0,3,1
270,22,22,1,1,0,3,1
284,23,23,1,1,0,3,1
299,24,24,1,1,0,3,1
300,25,25,1,1,0,3,1
306,26,26,1,1,0,3,1
316,27,27,1,1,0,3,1
321,28,28,1,1,0,3,1
327,29,29,1,1,0,3,1
335,30,30,1,1,0,3,1
361,31,31,1,1,0,3,1
386,32,32,1,1,0,3,1
393,33,33,1,1,0,3,1
395,34,34,1,1,0,3,1
404,35,35,1,1,0,3,1
412,36,36,1,1,0,3,1
38,1,1,1,1,1,38,0
41,2,2,1,1,0,38,0
50,3,3,1,1,0,38,0
55,4,4,1,1,0,38,0
64,5,5,1,1,0,38,1
65,6,6,1,1,0,38,1
72,7,7,1,1,0,38,1
79,8,8,1,1,0,38,1
82,9,9,1,1,0,38,1
91,10,10,1,1,0,38,1
94,11,11,1,1,0,38,1
100,12,12,1,1,0,38,1
124,13,13,1,1,0,38,1
128,14,14,1,1,0,38,1
135,15,15,1,1,0,38,1
136,16,16,1,1,0,38,1
139,17,17,1,1,0,38,1
166,18,18,1,1,0,38,1
189,19,19,1,1,0,38,1
195,20,20,1,1,0,38,1
207,21,21,1,1,0,38,1
224,22,22,1,1,0,38,1
228,23,23,1,1,0,38,1
232,24,24,1,1,0,38,1
238,25,25,1,1,0,38,1
251,26,26,1,1,0,38,1
264,27,27,1,1,0,38,1
296,28,28,1,1,0,38,1
323,29,29,1,1,0,38,1
335,30,30,1,1,0,38,1
353,31,31,1,1,0,38,1
369,32,32,1,1,0,38,1
374,33,33,1,1,0,38,1
389,34,34,1,1,0,38,1
65,1,1,1,1,1,65,0
323,2,2,1,1,0,65,1
66,1,1,1,1,1,66,1
94,2,2,1,1,0,66,1
122,3,3,1,1,0,66,1
128,4,4,1,1,0,66,1
136,5,5,1,1,0,66,1
175,6,6,1,1,0,66,1
195,7,7,1,1,0,66,1
198,8,8,1,1,0,66,1
224,9,9,1,1,0,66,1
264,10,10,1,1,0,66,1
362,11,11,1,1,0,66,1
363,12,12,1,1,0,66,1
0,1,1,1,1,1,0,0
1,2,2,1,1,0,0,0
2,3,4,2,2,1,0,0
3,4,5,1,2,0,0,0
4,5,6,1,2,0,0,0
5,6,7,1,2,0,0,0
6,7,8,1,2,0,0,0
7,8,9,1,2,0,0,0
10,9,10,1,2,0,0,0
12,10,11,1,2,0,0,0
13,11,12,1,2,0,0,0
14,12,13,1,2,0,0,0
15,13,14,1,2,0,0,0
16,14,15,1,2,0,0,0
17,15,16,1,2,0,0,0
18,16,18,2,2,0,0,0
20,17,19,1,2,0,0,0
21,18,20,1,2,0,0,0
22,19,21,1,2,0,0,0
24,20,22,1,2,0,0,0
26,21,23,1,2,0,0,0
27,22,24,1,2,0,0,0
28,23,26,2,2,0,0,0
29,24,27,1,2,0,0,0
30,25,28,1,2,0,0,0
31,26,30,2,2,0,0,0
32,27,31,1,2,0,0,0
33,28,32,1,2,0,0,0
34,29,33,1,2,0,0,0
35,30,34,1,2,0,0,0
37,31,35,1,2,0,0,0
38,32,37,2,2,0,0,0
39,33,38,1,2,0,0,0
40,34,39,1,2,0,0,0
41,35,41,2,2,0,0,0
42,36,43,2,2,0,0,0
44,37,44,1,2,0,0,0
45,38,45,1,2,0,0,0
46,39,47,2,2,0,0,0
47,40,48,1,2,0,0,0
48,41,49,1,2,0,0,0
49,42,50,1,2,0,0,0
50,43,52,2,2,0,0,0
51,44,53,1,2,0,0,0
52,45,54,1,2,0,0,0
53,46,55,1,2,0,0,0
54,47,56,1,2,0,0,0
55,48,57,1,2,0,0,0
56,49,58,1,2,0,0,0
57,50,59,1,2,0,0,0
59,51,60,1,2,0,0,0
61,52,61,1,2,0,0,0
63,53,62,1,2,0,0,0
64,54,63,1,2,0,0,0
65,55,64,1,2,0,0,0
66,56,65,1,2,0,0,0
67,57,67,2,2,0,0,0
69,58,68,1,2,0,0,0
70,59,70,2,2,0,0,0
71,60,71,1,2,0,0,0
72,61,73,2,2,0,0,1
75,62,74,1,2,0,0,1
76,63,76,2,2,0,0,1
77,64,78,2,2,0,0,1
79,65,80,2,2,0,0,1
80,66,81,1,2,0,0,1
82,67,83,2,2,0,0,1
84,68,84,1,2,0,0,1
87,69,85,1,2,0,0,1
88,70,86,1,2,0,0,1
89,71,87,1,2,0,0,1
91,72,89,2,2,0,0,1
92,73,90,1,2,0,0,1
93,74,91,1,2,0,0,1
94,75,92,1,2,0,0,1
95,76,93,1,2,0,0,1
96,77,94,1,2,0,0,1
98,78,96,2,2,0,0,1
99,79,97,1,2,0,0,1
100,80,99,2,2,0,0,1
103,81,100,1,2,0,0,1
104,82,102,2,2,0,0,1
106,83,103,1,2,0,0,1
107,84,104,1,2,0,0,1
109,85,105,1,2,0,0,1
110,86,106,1,2,0,0,1
111,87,108,2,2,0,0,1
113,88,109,1,2,0,0,1
114,89,110,1,2,0,0,1
115,90,111,1,2,0,0,1
117,91,112,1,2,0,0,1
118,92,113,1,2,0,0,1
119,93,114,1,2,0,0,1
120,94,115,1,2,0,0,1
121,95,117,2,2,0,0,1
122,96,118,1,2,0,0,1
123,97,119,1,2,0,0,1
124,98,121,2,2,0,0,1
125,99,122,1,2,0,0,1
126,100,123,1,2,0,0,1
127,101,124,1,2,0,0,1
128,102,125,1,2,0,0,1
129,103,126,1,2,0,0,1
131,104,127,1,2,0,0,1
132,105,128,1,2,0,0,1
133,106,129,1,2,0,0,1
134,107,130,1,2,0,0,1
135,108,132,2,2,0,0,1
136,109,133,1,2,0,0,1
138,110,134,1,2,0,0,1
139,111,135,1,2,0,0,1
140,112,136,1,2,0,0,1
141,113,138,2,2,0,0,1
143,114,139,1,2,0,0,1
144,115,140,1,2,0,0,1
145,116,141,1,2,0,0,1
146,117,142,1,2,0,0,1
147,118,143,1,2,0,0,1
148,119,144,1,2,0,0,1
150,120,145,1,2,0,0,1
152,121,146,1,2,0,0,1
153,122,147,1,2,0,0,1
154,123,148,1,2,0,0,1
156,124,149,1,2,0,0,1
158,125,150,1,2,0,0,1
159,126,151,1,2,0,0,1
160,127,153,2,2,0,0,1
162,128,155,2,2,0,0,1
163,129,157,2,2,0,0,1
164,130,158,1,2,0,0,1
165,131,159,1,2,0,0,1
166,132,161,2,2,0,0,1
167,133,162,1,2,0,0,1
168,134,163,1,2,0,0,1
169,135,164,1,2,0,0,1
170,136,165,1,2,0,0,1
171,137,166,1,2,0,0,1
172,138,167,1,2,0,0,1
173,139,168,1,2,0,0,1
174,140,169,1,2,0,0,1
175,141,170,1,2,0,0,1
177,142,171,1,2,0,0,1
178,143,172,1,2,0,0,1
179,144,173,1,2,0,0,1
180,145,174,1,2,0,0,1
181,146,175,1,2,0,0,1
182,147,176,1,2,0,0,1
183,148,177,1,2,0,0,1
184,149,178,1,2,0,0,1
185,150,179,1,2,0,0,1
186,151,180,1,2,0,0,1
187,152,181,1,2,0,0,1
188,153,182,1,2,0,0,1
189,154,183,1,2,0,0,1
191,155,184,1,2,0,0,1
192,156,186,2,2,0,0,1
193,157,187,1,2,0,0,1
195,158,188,1,2,0,0,1
196,159,189,1,2,0,0,1
197,160,191,2,2,0,0,1
198,161,192,1,2,0,0,1
199,162,193,1,2,0,0,1
202,163,194,1,2,0,0,1
203,164,195,1,2,0,0,1
204,165,196,1,2,0,0,1
205,166,197,1,2,0,0,1
206,167,198,1,2,0,0,1
207,168,199,1,2,0,0,1
208,169,200,1,2,0,0,1
209,170,201,1,2,0,0,1
211,171,202,1,2,0,0,1
213,172,203,1,2,0,0,1
214,173,205,2,2,0,0,1
215,174,206,1,2,0,0,1
217,175,208,2,2,0,0,1
218,176,210,2,2,0,0,1
220,177,211,1,2,0,0,1
221,178,213,2,2,0,0,1
222,179,215,2,2,0,0,1
223,180,216,1,2,0,0,1
224,181,217,1,2,0,0,1
225,182,218,1,2,0,0,1
226,183,219,1,2,0,0,1
227,184,220,1,2,0,0,1
228,185,222,2,2,0,0,1
229,186,223,1,2,0,0,1
230,187,224,1,2,0,0,1
231,188,225,1,2,0,0,1
232,189,227,2,2,0,0,1
233,190,229,2,2,0,0,1
235,191,230,1,2,0,0,1
236,192,231,1,2,0,0,1
237,193,232,1,2,0,0,1
238,194,234,2,2,0,0,1
239,195,236,2,2,0,0,1
240,196,237,1,2,0,0,1
241,197,238,1,2,0,0,1
243,198,240,2,2,0,0,1
244,199,241,1,2,0,0,1
245,200,242,1,2,0,0,1
246,201,243,1,2,0,0,1
247,202,244,1,2,0,0,1
248,203,246,2,2,0,0,1
249,204,247,1,2,0,0,1
253,205,248,1,2,0,0,1
255,206,249,1,2,0,0,1
256,207,250,1,2,0,0,1
258,208,251,1,2,0,0,1
259,209,253,2,2,0,0,1
260,210,254,1,2,0,0,1
261,211,256,2,2,0,0,1
264,212,257,1,2,0,0,1
265,213,258,1,2,0,0,1
266,214,260,2,2,0,0,1
267,215,262,2,2,0,0,1
268,216,264,2,2,0,0,1
269,217,265,1,2,0,0,1
270,218,267,2,2,0,0,1
272,219,269,2,2,0,0,1
274,220,271,2,2,0,0,1
277,221,273,2,2,0,0,1
278,222,275,2,2,0,0,1
279,223,276,1,2,0,0,1
280,224,277,1,2,0,0,1
283,225,278,1,2,0,0,1
284,226,280,2,2,0,0,1
285,227,281,1,2,0,0,1
286,228,282,1,2,0,0,1
287,229,283,1,2,0,0,1
289,230,284,1,2,0,0,1
290,231,285,1,2,0,0,1
291,232,286,1,2,0,0,1
292,233,287,1,2,0,0,1
294,234,288,1,2,0,0,1
295,235,290,2,2,0,0,1
296,236,292,2,2,0,0,1
297,237,293,1,2,0,0,1
298,238,294,1,2,0,0,1
299,239,295,1,2,0,0,1
300,240,296,1,2,0,0,1
301,241,297,1,2,0,0,1
302,242,298,1,2,0,0,1
303,243,300,2,2,0,0,1
304,244,301,1,2,0,0,1
305,245,302,1,2,0,0,1
306,246,304,2,2,0,0,1
307,247,305,1,2,0,0,1
308,248,306,1,2,0,0,1
309,249,307,1,2,0,0,1
310,250,308,1,2,0,0,1
311,251,309,1,2,0,0,1
312,252,310,1,2,0,0,1
313,253,311,1,2,0,0,1
314,254,312,1,2,0,0,1
315,255,313,1,2,0,0,1
316,256,315,2,2,0,0,1
317,257,316,1,2,0,0,1
318,258,317,1,2,0,0,1
320,259,318,1,2,0,0,1
321,260,320,2,2,0,0,1
323,261,321,1,2,0,0,1
324,262,322,1,2,0,0,1
326,263,323,1,2,0,0,1
327,264,324,1,2,0,0,1
328,265,325,1,2,0,0,1
329,266,326,1,2,0,0,1
330,267,327,1,2,0,0,1
331,268,328,1,2,0,0,1
333,269,329,1,2,0,0,1
334,270,331,2,2,0,0,1
335,271,333,2,2,0,0,1
336,272,334,1,2,0,0,1
337,273,336,2,2,0,0,1
338,274,337,1,2,0,0,1
339,275,338,1,2,0,0,1
341,276,339,1,2,0,0,1
342,277,340,1,2,0,0,1
