x1,x2,x3,x4,x5,x6,x7,y
60,46,75,1,20,0,0,0
61,47,76,1,20,0,0,0
62,48,77,1,20,0,0,0
64,49,78,1,20,0,0,0
65,50,79,1,20,0,0,0
66,51,80,1,20,0,0,0
67,52,81,1,20,0,0,0
68,53,82,1,20,0,0,0
69,54,83,1,20,0,0,0
70,55,84,1,20,0,0,0
71,56,85,1,20,0,0,0
72,57,86,1,20,0,0,0
75,58,87,1,20,0,0,0
76,59,89,2,21,1,0,0
79,60,90,1,21,0,0,0
80,61,92,2,21,0,0,0
82,62,93,1,21,0,0,0
83,63,94,1,21,0,0,0
85,64,95,1,21,0,0,0
86,65,96,1,21,0,0,0
87,66,97,1,21,0,0,0
88,67,98,1,21,0,0,0
89,68,99,1,21,0,0,0
91,69,100,1,21,0,0,0
92,70,101,1,21,0,0,0
93,71,102,1,21,0,0,0
94,72,103,1,21,0,0,0
95,73,104,1,21,0,0,0
96,74,107,3,21,0,0,0
97,75,108,1,21,0,0,0
98,76,109,1,21,0,0,0
99,77,110,1,21,0,0,0
100,78,111,1,21,0,0,0
101,79,112,1,21,0,0,0
102,80,113,1,21,0,0,0
103,81,114,1,21,0,0,0
104,82,115,1,21,0,0,0
105,83,116,1,21,0,0,0
106,84,117,1,21,0,0,0
108,85,118,1,21,0,0,0
109,86,119,1,21,0,0,0
110,87,120,1,21,0,0,0
112,88,121,1,21,0,0,0
113,89,122,1,21,0,0,0
114,90,123,1,21,0,0,0
115,91,124,1,21,0,0,0
117,92,125,1,21,0,0,0
118,93,126,1,21,0,0,0
119,94,127,1,21,0,0,0
120,95,128,1,21,0,0,0
121,96,129,1,21,0,0,0
122,97,130,1,21,0,0,0
123,98,131,1,21,0,0,0
124,99,132,1,21,0,0,0
125,100,133,1,21,0,0,0
126,101,134,1,21,0,0,0
128,102,135,1,21,0,0,0
130,103,136,1,21,0,0,0
131,104,137,1,21,0,0,0
132,105,138,1,21,0,0,0
133,106,139,1,21,0,0,0
134,107,140,1,21,0,0,0
135,108,141,1,21,0,0,0
137,109,142,1,21,0,0,1
139,110,143,1,21,0,0,1
140,111,144,1,21,0,0,1
141,112,145,1,21,0,0,1
142,113,146,1,21,0,0,1
143,114,147,1,21,0,0,1
144,115,148,1,21,0,0,1
146,116,149,1,21,0,0,1
147,117,150,1,21,0,0,1
148,118,151,1,21,0,0,1
150,119,152,1,21,0,0,1
151,120,153,1,21,0,0,1
154,121,154,1,21,0,0,1
155,122,155,1,21,0,0,1
156,123,156,1,21,0,0,1
157,124,157,1,21,0,0,1
158,125,158,1,21,0,0,1
159,126,159,1,21,0,0,1
160,127,160,1,21,0,0,1
161,128,161,1,21,0,0,1
162,129,162,1,21,0,0,1
163,130,163,1,21,0,0,1
164,131,164,1,21,0,0,1
165,132,165,1,21,0,0,1
167,133,167,2,21,0,0,1
168,134,168,1,21,0,0,1
170,135,169,1,21,0,0,1
171,136,170,1,21,0,0,1
173,137,171,1,21,0,0,1
174,138,172,1,21,0,0,1
175,139,173,1,21,0,0,1
176,140,174,1,21,0,0,1
178,141,175,1,21,0,0,1
179,142,176,1,21,0,0,1
180,143,177,1,21,0,0,1
181,144,179,2,22,1,0,1
182,145,188,9,22,0,0,1
183,146,189,1,22,0,0,1
185,147,190,1,22,0,0,1
186,148,191,1,22,0,0,1
187,149,192,1,22,0,0,1
188,150,193,1,22,0,0,1
191,151,194,1,22,0,0,1
192,152,195,1,22,0,0,1
193,153,196,1,22,0,0,1
195,154,197,1,22,0,0,1
196,155,198,1,22,0,0,1
197,156,199,1,22,0,0,1
198,157,200,1,22,0,0,1
199,158,201,1,22,0,0,1
200,159,202,1,22,0,0,1
203,160,203,1,22,0,0,1
204,161,204,1,22,0,0,1
205,162,206,2,22,0,0,1
206,163,207,1,22,0,0,1
207,164,208,1,22,0,0,1
208,165,209,1,22,0,0,1
211,166,210,1,22,0,0,1
212,167,211,1,22,0,0,1
213,168,212,1,22,0,0,1
214,169,215,3,23,1,0,1
216,170,216,1,23,0,0,1
217,171,217,1,23,0,0,1
220,172,218,1,23,0,0,1
221,173,229,11,25,2,0,1
222,174,230,1,25,0,0,1
223,175,231,1,25,0,0,1
226,176,235,4,26,1,0,1
227,177,236,1,26,0,0,1
228,178,237,1,26,0,0,1
229,179,238,1,26,0,0,1
230,180,239,1,26,0,0,1
231,181,240,1,26,0,0,1
234,182,241,1,26,0,0,1
235,183,242,1,26,0,0,1
236,184,243,1,26,0,0,1
237,185,244,1,26,0,0,1
238,186,245,1,26,0,0,1
240,187,247,2,26,0,0,1
241,188,248,1,26,0,0,1
243,189,249,1,26,0,0,1
244,190,250,1,26,0,0,1
247,191,251,1,26,0,0,1
248,192,252,1,26,0,0,1
249,193,253,1,26,0,0,1
250,194,254,1,26,0,0,1
251,195,255,1,26,0,0,1
252,196,256,1,26,0,0,1
255,197,257,1,26,0,0,1
256,198,258,1,26,0,0,1
257,199,259,1,26,0,0,1
258,200,260,1,26,0,0,1
259,201,261,1,26,0,0,1
260,202,262,1,26,0,0,1
261,203,263,1,26,0,0,1
265,204,264,1,26,0,0,1
266,205,265,1,26,0,0,1
267,206,266,1,26,0,0,1
269,207,267,1,26,0,0,1
270,208,268,1,26,0,0,1
271,209,269,1,26,0,0,1
272,210,270,1,26,0,0,1
274,211,271,1,26,0,0,1
275,212,272,1,26,0,0,1
276,213,273,1,26,0,0,1
277,214,274,1,26,0,0,1
278,215,275,1,26,0,0,1
279,216,276,1,26,0,0,1
280,217,277,1,26,0,0,1
282,218,280,3,27,1,0,1
284,219,281,1,27,0,0,1
285,220,282,1,27,0,0,1
286,221,283,1,27,0,0,1
287,222,285,2,27,0,0,1
290,223,286,1,27,0,0,1
291,224,287,1,27,0,0,1
292,225,291,4,28,1,0,1
293,226,292,1,28,0,0,1
294,227,293,1,28,0,0,1
295,228,294,1,28,0,0,1
297,229,295,1,28,0,0,1
298,230,296,1,28,0,0,1
300,231,298,2,28,0,0,1
301,232,299,1,28,0,0,1
303,233,300,1,28,0,0,1
304,234,301,1,28,0,0,1
305,235,302,1,28,0,0,1
306,236,303,1,28,0,0,1
307,237,304,1,28,0,0,1
309,238,305,1,28,0,0,1
310,239,306,1,28,0,0,1
311,240,307,1,28,0,0,1
312,241,308,1,28,0,0,1
313,242,309,1,28,0,0,1
314,243,310,1,28,0,0,1
316,244,311,1,28,0,0,1
317,245,312,1,28,0,0,1
318,246,313,1,28,0,0,1
322,247,314,1,28,0,0,1
323,248,315,1,28,0,0,1
327,249,316,1,28,0,0,1
328,250,317,1,28,0,0,1
329,251,318,1,28,0,0,1
331,252,319,1,28,0,0,1
332,253,320,1,28,0,0,1
333,254,321,1,28,0,0,1
335,255,322,1,28,0,0,1
336,256,334,12,28,0,0,1
338,257,335,1,28,0,0,1
339,258,336,1,28,0,0,1
340,259,337,1,28,0,0,1
341,260,338,1,28,0,0,1
343,261,339,1,28,0,0,1
344,262,348,9,28,0,0,1
345,263,349,1,28,0,0,1
346,264,350,1,28,0,0,1
347,265,352,2,28,0,0,1
350,266,353,1,28,0,0,1
351,267,354,1,28,0,0,1
352,268,355,1,28,0,0,1
353,269,356,1,28,0,0,1
354,270,357,1,28,0,0,1
356,271,358,1,28,0,0,1
357,272,359,1,28,0,0,1
358,273,360,1,28,0,0,1
360,274,361,1,28,0,0,1
361,275,362,1,28,0,0,1
363,276,363,1,28,0,0,1
364,277,364,1,28,0,0,1
365,278,365,1,28,0,0,1
366,279,366,1,28,0,0,1
368,280,367,1,28,0,0,1
370,281,368,1,28,0,0,1
373,282,369,1,28,0,0,1
374,283,370,1,28,0,0,1
375,284,371,1,28,0,0,1
376,285,372,1,28,0,0,1
377,286,373,1,28,0,0,1
378,287,374,1,28,0,0,1
379,288,375,1,28,0,0,1
380,289,377,2,28,0,0,1
381,290,378,1,28,0,0,1
382,291,379,1,28,0,0,1
383,292,380,1,28,0,0,1
384,293,381,1,28,0,0,1
385,294,382,1,28,0,0,1
386,295,383,1,28,0,0,1
387,296,384,1,28,0,0,1
388,297,385,1,28,0,0,1
390,298,386,1,28,0,0,1
391,299,387,1,28,0,0,1
392,300,388,1,28,0,0,1
393,301,389,1,28,0,0,1
394,302,390,1,28,0,0,1
396,303,391,1,28,0,0,1
397,304,399,8,28,0,0,1
398,305,400,1,28,0,0,1
399,306,401,1,28,0,0,1
401,307,402,1,28,0,0,1
402,308,403,1,28,0,0,1
403,309,404,1,28,0,0,1
406,310,405,1,28,0,0,1
407,311,406,1,28,0,0,1
408,312,407,1,28,0,0,1
409,313,408,1,28,0,0,1
411,314,409,1,28,0,0,1
412,315,410,1,28,0,0,1
414,316,411,1,28,0,0,1
416,317,412,1,28,0,0,1
417,318,413,1,28,0,0,1
418,319,414,1,28,0,0,1
419,320,415,1,28,0,0,1
421,321,416,1,28,0,0,1
422,322,417,1,28,0,0,1
424,323,418,1,28,0,0,1
426,324,419,1,28,0,0,1
427,325,420,1,28,0,0,1
428,326,421,1,28,0,0,1
431,327,422,1,28,0,0,1
432,328,423,1,28,0,0,1
433,329,424,1,28,0,0,1
434,330,425,1,28,0,0,1
436,331,426,1,28,0,0,1
437,332,427,1,28,0,0,1
438,333,428,1,28,0,0,1
439,334,429,1,28,0,0,1
440,335,430,1,28,0,0,1
441,336,431,1,28,0,0,1
442,337,432,1,28,0,0,1
443,338,433,1,28,0,0,1
444,339,434,1,28,0,0,1
445,340,435,1,28,0,0,1
446,341,436,1,28,0,0,1
448,342,437,1,28,0,0,1
449,343,438,1,28,0,0,1
451,344,439,1,28,0,0,1
452,345,451,12,28,0,0,1
454,346,452,1,28,0,0,1
456,347,453,1,28,0,0,1
457,348,454,1,28,0,0,1
459,349,455,1,28,0,0,1
460,350,456,1,28,0,0,1
461,351,457,1,28,0,0,1
463,352,458,1,28,0,0,1
464,353,459,1,28,0,0,1
466,354,460,1,28,0,0,1
467,355,461,1,28,0,0,1
471,356,462,1,28,0,0,1
472,357,463,1,28,0,0,1
473,358,464,1,28,0,0,1
474,359,465,1,28,0,0,1
95,1,1,1,1,1,95,0
385,2,2,1,1,0,95,0
438,3,3,1,1,0,95,1
0,1,1,1,1,1,0,1
1,2,2,1,1,0,0,1
2,3,3,1,1,0,0,1
3,4,4,1,1,0,0,1
4,5,5,1,1,0,0,1
5,6,6,1,1,0,0,1
6,7,7,1,1,0,0,1
7,8,8,1,1,0,0,1
8,9,9,1,1,0,0,1
9,10,10,1,1,0,0,1
10,11,11,1,1,0,0,1
11,12,12,1,1,0,0,1
12,13,13,1,1,0,0,1
13,14,14,1,1,0,0,1
14,15,15,1,1,0,0,1
15,16,16,1,1,0,0,1
16,17,17,1,1,0,0,1
17,18,18,1,1,0,0,1
18,19,19,1,1,0,0,1
19,20,20,1,1,0,0,1
20,21,21,1,1,0,0,1
21,22,22,1,1,0,0,1
22,23,23,1,1,0,0,1
23,24,24,1,1,0,0,1
24,25,25,1,1,0,0,1
25,26,26,1,1,0,0,1
26,27,27,1,1,0,0,1
27,28,28,1,1,0,0,1
28,29,29,1,1,0,0,1
29,30,30,1,1,0,0,1
30,31,31,1,1,0,0,1
31,32,32,1,1,0,0,1
32,33,33,1,1,0,0,1
33,34,34,1,1,0,0,1
34,35,35,1,1,0,0,1
35,36,36,1,1,0,0,1
36,37,37,1,1,0,0,1
37,38,38,1,1,0,0,1
38,39,39,1,1,0,0,1
39,40,40,1,1,0,0,1
40,41,41,1,1,0,0,1
41,42,42,1,1,0,0,1
42,43,43,1,1,0,0,1
43,44,44,1,1,0,0,1
44,45,45,1,1,0,0,1
45,46,46,1,1,0,0,1
46,47,47,1,1,0,0,1
47,48,48,1,1,0,0,1
48,49,49,1,1,0,0,1
49,50,50,1,1,0,0,1
50,51,51,1,1,0,0,1
51,52,52,1,1,0,0,1
52,53,53,1,1,0,0,1
53,54,54,1,1,0,0,1
54,55,55,1,1,0,0,1
55,56,56,1,1,0,0,1
56,57,57,1,1,0,0,1
58,58,58,1,1,0,0,1
59,59,59,1,1,0,0,1
60,60,60,1,1,0,0,1
61,61,61,1,1,0,0,1
62,62,62,1,1,0,0,1
63,63,63,1,1,0,0,1
64,64,64,1,1,0,0,1
65,65,65,1,1,0,0,1
66,66,66,1,1,0,0,1
67,67,67,1,1,0,0,1
68,68,68,1,1,0,0,1
69,69,69,1,1,0,0,1
70,70,70,1,1,0,0,1
71,71,71,1,1,0,0,1
72,72,72,1,1,0,0,1
73,73,73,1,1,0,0,1
74,74,74,1,1,0,0,1
75,75,75,1,1,0,0,1
76,76,76,1,1,0,0,1
77,77,77,1,1,0,0,1
78,78,78,1,1,0,0,1
79,79,79,1,1,0,0,1
80,80,80,1,1,0,0,1
81,81,81,1,1,0,0,1
82,82,82,1,1,0,0,1
83,83,83,1,1,0,0,1
84,84,84,1,1,0,0,1
85,85,85,1,1,0,0,1
86,86,86,1,1,0,0,1
87,87,87,1,1,0,0,1
88,88,88,1,1,0,0,1
89,89,89,1,1,0,0,1
90,90,90,1,1,0,0,1
91,91,91,1,1,0,0,1
92,92,92,1,1,0,0,1
93,93,93,1,1,0,0,1
94,94,94,1,1,0,0,1
95,95,95,1,1,0,0,1
96,96,96,1,1,0,0,1
97,97,97,1,1,0,0,1
98,98,98,1,1,0,0,1
99,99,99,1,1,0,0,1
100,100,100,1,1,0,0,1
101,101,101,1,1,0,0,1
103,102,102,1,1,0,0,1
104,103,103,1,1,0,0,1
105,104,104,1,1,0,0,1
106,105,105,1,1,0,0,1
107,106,106,1,1,0,0,1
108,107,107,1,1,0,0,1
109,108,108,1,1,0,0,1
110,109,109,1,1,0,0,1
111,110,110,1,1,0,0,1
112,111,111,1,1,0,0,1
113,112,112,1,1,0,0,1
114,113,113,1,1,0,0,1
115,114,114,1,1,0,0,1
116,115,115,1,1,0,0,1
117,116,116,1,1,0,0,1
118,117,117,1,1,0,0,1
119,118,118,1,1,0,0,1
120,119,119,1,1,0,0,1
121,120,120,1,1,0,0,1
122,121,121,1,1,0,0,1
123,122,122,1,1,0,0,1
124,123,123,1,1,0,0,1
125,124,124,1,1,0,0,1
126,125,125,1,1,0,0,1
127,126,126,1,1,0,0,1
128,127,127,1,1,0,0,1
129,128,128,1,1,0,0,1
130,129,129,1,1,0,0,1
131,130,130,1,1,0,0,1
132,131,131,1,1,0,0,1
133,132,132,1,1,0,0,1
134,133,133,1,1,0,0,1
135,134,134,1,1,0,0,1
136,135,135,1,1,0,0,1
137,136,136,1,1,0,0,1
138,137,137,1,1,0,0,1
139,138,138,1,1,0,0,1
140,139,139,1,1,0,0,1
141,140,140,1,1,0,0,1
142,141,141,1,1,0,0,1
143,142,142,1,1,0,0,1
144,143,143,1,1,0,0,1
145,144,144,1,1,0,0,1
146,145,145,1,1,0,0,1
147,146,146,1,1,0,0,1
148,147,147,1,1,0,0,1
149,148,148,1,1,0,0,1
150,149,149,1,1,0,0,1
151,150,150,1,1,0,0,1
152,151,151,1,1,0,0,1
153,152,152,1,1,0,0,1
154,153,153,1,1,0,0,1
155,154,154,1,1,0,0,1
156,155,155,1,1,0,0,1
157,156,156,1,1,0,0,1
158,157,157,1,1,0,0,1
159,158,158,1,1,0,0,1
160,159,159,1,1,0,0,1
161,160,160,1,1,0,0,1
162,161,161,1,1,0,0,1
163,162,162,1,1,0,0,1
164,163,163,1,1,0,0,1
165,164,164,1,1,0,0,1
166,165,165,1,1,0,0,1
167,166,166,1,1,0,0,1
168,167,167,1,1,0,0,1
169,168,168,1,1,0,0,1
170,169,169,1,1,0,0,1
171,170,170,1,1,0,0,1
172,171,171,1,1,0,0,1
173,172,172,1,1,0,0,1
174,173,173,1,1,0,0,1
175,174,174,1,1,0,0,1
176,175,175,1,1,0,0,1
178,176,176,1,1,0,0,1
179,177,177,1,1,0,0,1
180,178,178,1,1,0,0,1
181,179,179,1,1,0,0,1
182,180,180,1,1,0,0,1
183,181,181,1,1,0,0,1
184,182,182,1,1,0,0,1
185,183,183,1,1,0,0,1
186,184,184,1,1,0,0,1
187,185,185,1,1,0,0,1
188,186,186,1,1,0,0,1
189,187,187,1,1,0,0,1
190,188,188,1,1,0,0,1
191,189,189,1,1,0,0,1
192,190,190,1,1,0,0,1
193,191,191,1,1,0,0,1
194,192,192,1,1,0,0,1
196,193,193,1,1,0,0,1
197,194,194,1,1,0,0,1
198,195,195,1,1,0,0,1
199,196,196,1,1,0,0,1
200,197,197,1,1,0,0,1
201,198,198,1,1,0,0,1
202,199,199,1,1,0,0,1
203,200,200,1,1,0,0,1
204,201,201,1,1,0,0,1
205,202,202,1,1,0,0,1
206,203,203,1,1,0,0,1
207,204,204,1,1,0,0,1
208,205,205,1,1,0,0,1
209,206,206,1,1,0,0,1
210,207,207,1,1,0,0,1
211,208,208,1,1,0,0,1
212,209,209,1,1,0,0,1
213,210,210,1,1,0,0,1
214,211,211,1,1,0,0,1
215,212,212,1,1,0,0,1
216,213,213,1,1,0,0,1
217,214,214,1,1,0,0,1
218,215,215,1,1,0,0,1
220,216,216,1,1,0,0,1
221,217,217,1,1,0,0,1
222,218,218,1,1,0,0,1
223,219,219,1,1,0,0,1
224,220,220,1,1,0,0,1
225,221,221,1,1,0,0,1
226,222,222,1,1,0,0,1
227,223,223,1,1,0,0,1
228,224,224,1,1,0,0,1
230,225,225,1,1,0,0,1
231,226,226,1,1,0,0,1
232,227,227,1,1,0,0,1
233,228,228,1,1,0,0,1
234,229,229,1,1,0,0,1
235,230,230,1,1,0,0,1
236,231,231,1,1,0,0,1
237,232,232,1,1,0,0,1
238,233,233,1,1,0,0,1
240,234,234,1,1,0,0,1
241,235,235,1,1,0,0,1
242,236,236,1,1,0,0,1
243,237,237,1,1,0,0,1
244,238,238,1,1,0,0,1
245,239,239,1,1,0,0,1
246,240,240,1,1,0,0,1
247,241,241,1,1,0,0,1
248,242,242,1,1,0,0,1
249,243,243,1,1,0,0,1
250,244,244,1,1,0,0,1
251,245,245,1,1,0,0,1
252,246,246,1,1,0,0,1
253,247,247,1,1,0,0,1
254,248,248,1,1,0,0,1
255,249,249,1,1,0,0,1
256,250,250,1,1,0,0,1
257,251,251,1,1,0,0,1
258,252,252,1,1,0,0,1
259,253,253,1,1,0,0,1
260,254,254,1,1,0,0,1
261,255,255,1,1,0,0,1
262,256,256,1,1,0,0,1
263,257,257,1,1,0,0,1
264,258,258,1,1,0,0,1
265,259,259,1,1,0,0,1
266,260,260,1,1,0,0,1
267,261,261,1,1,0,0,1
268,262,262,1,1,0,0,1
269,263,263,1,1,0,0,1
270,264,264,1,1,0,0,1
271,265,265,1,1,0,0,1
272,266,266,1,1,0,0,1
273,267,267,1,1,0,0,1
274,268,268,1,1,0,0,1
275,269,269,1,1,0,0,1
276,270,270,1,1,0,0,1
277,271,271,1,1,0,0,1
278,272,272,1,1,0,0,1
279,273,273,1,1,0,0,1
280,274,274,1,1,0,0,1
281,275,275,1,1,0,0,1
282,276,276,1,1,0,0,1
283,277,277,1,1,0,0,1
284,278,278,1,1,0,0,1
285,279,279,1,1,0,0,1
286,280,280,1,1,0,0,1
287,281,281,1,1,0,0,1
288,282,282,1,1,0,0,1
289,283,283,1,1,0,0,1
290,284,284,1,1,0,0,1
291,285,285,1,1,0,0,1
292,286,286,1,1,0,0,1
293,287,287,1,1,0,0,1
294,288,288,1,1,0,0,1
295,289,289,1,1,0,0,1
296,290,290,1,1,0,0,1
297,291,291,1,1,0,0,1
298,292,292,1,1,0,0,1
299,293,293,1,1,0,0,1
300,294,294,1,1,0,0,1
301,295,295,1,1,0,0,1
302,296,296,1,1,0,0,1
303,297,297,1,1,0,0,1
304,298,298,1,1,0,0,1
305,299,299,1,1,0,0,1
306,300,300,1,1,0,0,1
307,301,301,1,1,0,0,1
308,302,302,1,1,0,0,1
309,303,303,1,1,0,0,1
310,304,304,1,1,0,0,1
311,305,305,1,1,0,0,1
312,306,306,1,1,0,0,1
313,307,307,1,1,0,0,1
314,308,308,1,1,0,0,1
315,309,309,1,1,0,0,1
316,310,310,1,1,0,0,1
317,311,311,1,1,0,0,1
318,312,312,1,1,0,0,1
319,313,313,1,1,0,0,1
320,314,314,1,1,0,0,1
321,315,315,1,1,0,0,1
322,316,316,1,1,0,0,1
323,317,317,1,1,0,0,1
324,318,318,1,1,0,0,1
325,319,319,1,1,0,0,1
326,320,320,1,1,0,0,1
327,321,321,1,1,0,0,1
328,322,322,1,1,0,0,1
329,323,323,1,1,0,0,1
330,324,324,1,1,0,0,1
331,325,325,1,1,0,0,1
332,326,326,1,1,0,0,1
333,327,327,1,1,0,0,1
334,328,328,1,1,0,0,1
335,329,329,1,1,0,0,1
336,330,330,1,1,0,0,1
337,331,331,1,1,0,0,1
338,332,332,1,1,0,0,1
339,333,333,1,1,0,0,1
340,334,334,1,1,0,0,1
341,335,335,1,1,0,0,1
342,336,336,1,1,0,0,1
343,337,337,1,1,0,0,1
344,338,338,1,1,0,0,1
345,339,339,1,1,0,0,1
346,340,340,1,1,0,0,1
347,341,341,1,1,0,0,1
348,342,342,1,1,0,0,1
349,343,343,1,1,0,0,1
350,344,344,1,1,0,0,1
351,345,345,1,1,0,0,1
352,346,346,1,1,0,0,1
353,347,347,1,1,0,0,1
354,348,348,1,1,0,0,1
355,349,349,1,1,0,0,1
356,350,350,1,1,0,0,1
357,351,351,1,1,0,0,1
358,352,352,1,1,0,0,1
359,353,353,1,1,0,0,1
360,354,354,1,1,0,0,1
361,355,355,1,1,0,0,1
362,356,356,1,1,0,0,1
363,357,357,1,1,0,0,1
364,358,358,1,1,0,0,1
365,359,359,1,1,0,0,1
366,360,360,1,1,0,0,1
367,361,361,1,1,0,0,1
368,362,362,1,1,0,0,1
369,363,363,1,1,0,0,1
370,364,364,1,1,0,0,1
371,365,365,1,1,0,0,1
372,366,366,1,1,0,0,1
373,367,367,1,1,0,0,1
374,368,368,1,1,0,0,1
375,369,369,1,1,0,0,1
376,370,370,1,1,0,0,1
377,371,371,1,1,0,0,1
378,372,372,1,1,0,0,1
379,373,373,1,1,0,0,1
380,374,374,1,1,0,0,1
381,375,375,1,1,0,0,1
382,376,376,1,1,0,0,1
383,377,377,1,1,0,0,1
385,378,378,1,1,0,0,1
386,379,379,1,1,0,0,1
387,380,380,1,1,0,0,1
388,381,381,1,1,0,0,1
389,382,382,1,1,0,0,1
390,383,383,1,1,0,0,1
391,384,384,1,1,0,0,1
392,385,385,1,1,0,0,1
393,386,386,1,1,0,0,1
394,387,387,1,1,0,0,1
395,388,388,1,1,0,0,1
396,389,389,1,1,0,0,1
397,390,390,1,1,0,0,1
398,391,391,1,1,0,0,1
399,392,392,1,1,0,0,1
400,393,393,1,1,0,0,1
401,394,394,1,1,0,0,1
402,395,395,1,1,0,0,1
403,396,396,1,1,0,0,1
404,397,397,1,1,0,0,1
405,398,398,1,1,0,0,1
406,399,399,1,1,0,0,1
407,400,400,1,1,0,0,1
408,401,401,1,1,0,0,1
409,402,402,1,1,0,0,1
410,403,403,1,1,0,0,1
411,404,404,1,1,0,0,1
412,405,405,1,1,0,0,1
413,406,406,1,1,0,0,1
414,407,407,1,1,0,0,1
415,408,408,1,1,0,0,1
416,409,409,1,1,0,0,1
417,410,410,1,1,0,0,1
418,411,411,1,1,0,0,1
419,412,412,1,1,0,0,1
420,413,413,1,1,0,0,1
421,414,414,1,1,0,0,1
422,415,415,1,1,0,0,1
423,416,416,1,1,0,0,1
424,417,417,1,1,0,0,1
425,418,418,1,1,0,0,1
426,419,419,1,1,0,0,1
427,420,420,1,1,0,0,1
428,421,421,1,1,0,0,1
430,422,422,1,1,0,0,1
431,423,423,1,1,0,0,1
432,424,424,1,1,0,0,1
433,425,425,1,1,0,0,1
434,426,426,1,1,0,0,1
435,427,427,1,1,0,0,1
436,428,428,1,1,0,0,1
437,429,429,1,1,0,0,1
438,430,430,1,1,0,0,1
439,431,431,1,1,0,0,1
440,432,432,1,1,0,0,1
441,433,433,1,1,0,0,1
442,434,434,1,1,0,0,1
444,435,435,1,1,0,0,1
445,436,436,1,1,0,0,1
446,437,437,1,1,0,0,1
447,438,438,1,1,0,0,1
448,439,439,1,1,0,0,1
449,440,440,1,1,0,0,1
450,441,441,1,1,0,0,1
451,442,442,1,1,0,0,1
452,443,443,1,1,0,0,1
453,444,444,1,1,0,0,1
454,445,445,1,1,0,0,1
455,446,446,1,1,0,0,1
456,447,447,1,1,0,0,1
458,448,448,1,1,0,0,1
459,449,449,1,1,0,0,1
460,450,450,1,1,0,0,1
461,451,451,1,1,0,0,1
462,452,452,1,1,0,0,1
463,453,453,1,1,0,0,1
464,454,454,1,1,0,0,1
465,455,455,1,1,0,0,1
466,456,456,1,1,0,0,1
467,457,457,1,1,0,0,1
468,458,458,1,1,0,0,1
469,459,459,1,1,0,0,1
470,460,460,1,1,0,0,1
471,461,461,1,1,0,0,1
472,462,462,1,1,0,0,1
473,463,463,1,1,0,0,1
474,464,464,1,1,0,0,1
475,465,465,1,1,0,0,1
120,1,1,1,1,1,120,0
358,2,2,1,1,0,120,1
8,1,1,1,1,1,8,0
12,2,2,1,1,0,8,1
27,3,3,1,1,0,8,1
78,4,4,1,1,0,8,1
99,5,5,1,1,0,8,1
137,6,6,1,1,0,8,1
